participant_id,test_order,fsm_number,timestamp,q_estimate,q_stategy_chkbox-familiarity,q_stategy_chkbox-guess,q_stategy_chkbox-intuition,q_stategy_chkbox-recall,q_stategy_chkbox-rule,q_stategy_chkbox-other,q_strategy,subject_age,subject_sex,subject_ethnicity,subject_timeTaken,fsm_type
133,EPC,22.0,2023-07-28T17:18:19.926Z,,0.0,0.0,1.0,0.0,0.0,0.0,Hearts and open mouths seemed to correlate.,34,Male,White,493.0,hard
134,EPC,22.0,2023-07-28T17:25:05.359Z,15.0,0.0,0.0,0.0,1.0,0.0,0.0,Try to memorize how they chat box responded to your emojis in the learning phase.,19,Female,White,542.0,hard
135,PEC,22.0,2023-07-28T17:22:38.941Z,15.0,1.0,1.0,1.0,0.0,1.0,0.0,"Two of the faces (sunglass/shock) can be controlled easily to stay the same (blue heart) or change (other button). The other two almost always switch to a different face, but I couldn't figure out whether that was controllable with responses - didn't seem like it. ",36,Female,White,703.0,hard
136,EPC,22.0,2023-07-28T17:32:39.718Z,25.0,1.0,0.0,1.0,1.0,0.0,0.0,Try to look for a pattern with the emojis. Go with your gut feeling and select what you think is correct.,28,Female,Black,677.0,hard
137,PCE,22.0,2023-07-28T17:33:03.490Z,20.0,0.0,0.0,0.0,0.0,1.0,0.0,pay attention to when the bot changes what emoji it responds with.,23,Male,White,704.0,hard
138,CPE,22.0,2023-07-28T17:38:18.150Z,20.0,0.0,0.0,1.0,0.0,0.0,0.0,Try to repeatedly give the same emojis and observe if there are patterns first. Then try to switch up the emojis and find other patterns. Some responses may seem random.,20,Male,Asian,555.0,hard
139,EPC,22.0,2023-07-28T17:36:45.660Z,15.0,1.0,0.0,1.0,0.0,0.0,0.0,I would recommend for them to utilize a pattern (alternate responses or reply with the same emoji for a certain amount of times) when learning the chatbot and then memorize if there are any similarities or differences on the bots reaction. ,29,Female,Asian,726.0,hard
140,ECP,22.0,2023-07-28T17:41:03.898Z,25.0,1.0,0.0,0.0,0.0,0.0,0.0,Pick the right emojis based on what the chat bot said previously as well can help. ,31,Male,White,525.0,hard
141,CPE,22.0,2023-07-28T17:38:38.236Z,15.0,0.0,1.0,1.0,1.0,1.0,0.0,"Find a way to record the responses during the learning phase, on paper maybe, and analyze the trends.",20,Male,White,807.0,hard
142,PCE,22.0,2023-07-28T17:49:38.226Z,20.0,1.0,0.0,0.0,1.0,1.0,0.0,I'd tell them to see how the chatbot reacts when you repeat the emojis. Don't just switch back and forth haphazardly.,22,Female,Black,587.0,hard
143,CPE,22.0,2023-07-28T17:50:01.563Z,20.0,1.0,0.0,0.0,1.0,1.0,0.0,Try to find patterns to the AI's responses.,30,Male,White,744.0,hard
144,PCE,22.0,2023-07-28T17:43:22.159Z,20.0,0.0,0.0,0.0,1.0,0.0,0.0,Yes. I will advice him in a same way.,21,Female,White,1524.0,hard
145,PCE,22.0,2023-07-28T17:57:01.115Z,20.0,1.0,0.0,1.0,1.0,1.0,0.0,I would advise to try different combinations of emojis and test them out.,19,Male,Mixed,460.0,hard
146,EPC,22.0,2023-07-28T17:57:01.866Z,15.0,1.0,0.0,1.0,0.0,0.0,0.0,I would advise to utilize the learning portion more efficiently and try to learn as much as possible about the alternating patterns. ,24,Male,White,530.0,hard
147,EPC,22.0,2023-07-28T17:57:43.682Z,30.0,1.0,0.0,0.0,1.0,1.0,0.0,"There seems to be a ""cycle"" of emojis that usually show up in order. Sunglasses guy, Surprised guy, Strange Wide Mouth or Happy Guy. There are two responses, Thumbs Up seems to trigger the next emoji in the cycle more, while the Blue Heart seems to have a tendency to repeat whatever showed up last.",40,Male,Asian,1118.0,hard
148,CEP,22.0,2023-07-28T18:00:09.715Z,15.0,0.0,0.0,1.0,0.0,1.0,0.0,I noticed when clicking on the heart emoji the chat bot often responded with the surprised emoji. The thumbs up emoji was more likely to get the sunglasses emoji.,29,Female,White,1032.0,hard
149,PCE,22.0,2023-07-28T18:06:11.798Z,15.0,1.0,0.0,1.0,0.0,0.0,0.0,"I would advise a friend to pay attention to the practice round, and always think outside of the box for the right answers, because they might not be the super obvious choice. ",24,Female,White,611.0,hard
150,PCE,22.0,2023-07-28T18:08:10.585Z,20.0,0.0,0.0,1.0,1.0,0.0,0.0,"According to the task, it indicated no external help could be usea as study is focus on knowing the human decisions",30,Female,Mixed,727.0,hard
151,CPE,22.0,2023-07-28T18:08:54.712Z,20.0,1.0,0.0,1.0,0.0,1.0,0.0,"Don't use too many blue hearts in a row, try to find what causes patterns. Know that your most recent message may not have as much effect as your message sent right before.",20,Male,Asian,686.0,hard
152,EPC,22.0,2023-07-28T18:10:18.014Z,20.0,1.0,0.0,1.0,1.0,0.0,0.0,"I would advise them to pay attention to patterns and determine what the influence is to the responses in the learning round. As there certain reactions the bot doesn't do to certain emojis, is it random, etc.",22,Female,Black,756.0,hard
153,CPE,22.0,2023-07-28T18:13:03.405Z,25.0,1.0,0.0,0.0,0.0,0.0,0.0,"Don't take it so seriously, it's emojis.",34,Male,White,746.0,hard
154,EPC,22.0,2023-07-28T18:15:18.171Z,20.0,1.0,0.0,1.0,0.0,1.0,0.0,"Make sure to not only pay attention to what messages provoke responses, but how the chatbot will respond. Look for sending and receiving patterns in your 60 prompts.",20,Male,White,543.0,hard
155,EPC,22.0,2023-07-28T18:13:02.302Z,15.0,0.0,0.0,1.0,0.0,1.0,0.0,Try to base your answers on any patterns you noticed in the first phase. ,36,Female,White,698.0,hard
156,CEP,22.0,2023-07-28T18:14:25.234Z,15.0,0.0,0.0,0.0,0.0,1.0,0.0,Pencil and paper might help!,30,Female,White,687.0,hard
157,EPC,22.0,2023-07-28T18:17:39.605Z,15.0,0.0,0.0,1.0,0.0,0.0,0.0,"I don't know what advice I would give them because it really just seemed random. When I sent the same thing repeatedly, sometimes the bot would reply with the same emojis and other times the bot would respond with different emojis. There didn't seem to be a pattern so I would tell them to just guess.",22,Female,White,725.0,hard
158,EPC,22.0,2023-07-28T18:20:42.777Z,15.0,1.0,1.0,1.0,1.0,0.0,0.0,"try to observe which sequences of emoji messages repeat themselves, and look for patterns in how the bot responds. also rely on intution, what you think the programmers might have made it do in response to certain messages",21,Female,White,809.0,hard
159,CEP,22.0,2023-07-28T18:21:51.050Z,15.0,1.0,1.0,1.0,1.0,0.0,0.0,"Don't just look at correlation between one emoji used and the emoji is produces, but instead take notice of the sequences of emojis that must be sent in order to produce certain responses.",21,Female,Black,736.0,hard
160,ECP,22.0,2023-07-28T18:25:26.518Z,15.0,0.0,0.0,1.0,0.0,1.0,0.0,Pay closer attention to the learning part.,37,Female,White,593.0,hard
161,EPC,22.0,2023-07-28T18:28:13.549Z,20.0,0.0,0.0,1.0,0.0,1.0,0.0,I would advise noticing if there is a pattern in the order the AI is sending the messages correlating to the emojis you send and in the order you send it. ,18,Female,Asian,522.0,hard
162,EPC,22.0,2023-07-28T18:27:43.196Z,25.0,0.0,0.0,1.0,0.0,0.0,0.0,"I don't have any particular advice since I followed my intuition, as I typically do for these types of tasks. I'd say to pay close attention to the entire emoji history, not just the latest emoji because the emojis before have impact also.",19,Male,White,574.0,hard
163,CEP,22.0,2023-07-28T18:28:29.909Z,15.0,0.0,1.0,1.0,1.0,0.0,0.0,"I would try to pay attention to the combinations that create responses, not just the most recent response.",21,Female,White,857.0,hard
164,CPE,22.0,2023-07-28T18:28:50.534Z,15.0,0.0,0.0,1.0,0.0,1.0,0.0,"Try sending messages in patterns and see if it responds in patterns as well. For example, try sending 3 or more of the same message and see if it has the same response for each.",30,Female,Asian,834.0,hard
165,ECP,22.0,2023-07-28T18:35:27.450Z,15.0,0.0,0.0,1.0,1.0,0.0,0.0,Pay attention to specific sequences while you are testing it.,28,Female,White,443.0,hard
166,PEC,22.0,2023-07-28T18:38:02.763Z,15.0,0.0,1.0,0.0,1.0,0.0,0.0,I would make sure they don't focus on just either of the two emojis we can use but rather what the combo of them produces.,23,Female,White,515.0,hard
167,PCE,22.0,2023-07-28T18:39:14.213Z,20.0,1.0,0.0,0.0,0.0,0.0,0.0,No need excel,23,Male,White,844.0,hard
168,CPE,22.0,2023-07-28T18:41:35.617Z,,1.0,0.0,1.0,0.0,1.0,0.0,Pay attention to not just the preceding message but the two preceding ones to see patterns,28,Female,White,632.0,hard
169,CEP,22.0,2023-07-28T18:42:29.462Z,15.0,1.0,1.0,1.0,0.0,0.0,0.0,I would tell them to try different orders of sending the emojis.,21,Female,White,675.0,hard
170,PCE,22.0,2023-07-28T18:39:33.723Z,15.0,1.0,1.0,1.0,0.0,0.0,0.0,To pay more attention to see if you can find a pattern or find out what response triggers the different emojis. ,33,Female,White,906.0,hard
171,ECP,22.0,2023-07-28T18:48:44.154Z,15.0,0.0,1.0,1.0,0.0,0.0,0.0,I could not identify a pattern in the bot's response. I would pay attention during the test phase to try to remember the response. ,22,Female,Asian,571.0,hard
172,CPE,22.0,2023-07-28T18:50:37.130Z,25.0,0.0,0.0,0.0,0.0,1.0,0.0,Try to look for patterns in the bot,35,Male,White,652.0,hard
173,PEC,22.0,2023-07-28T18:55:39.305Z,15.0,1.0,1.0,1.0,0.0,0.0,0.0,Study if emojis cause immediate reactions or if it affects the following emoji after.,22,Female,White,665.0,hard
174,PCE,22.0,2023-07-28T18:59:49.875Z,25.0,0.0,0.0,0.0,0.0,1.0,0.0,"Hit the buttons in pattern to see if it gets a response (do heart, heart, then thumbs, thumbs for example) ",29,Male,Mixed,883.0,hard
175,CPE,22.0,2023-07-28T19:04:12.007Z,15.0,0.0,1.0,1.0,1.0,0.0,0.0,Pay attention to when long stretches of the same emoji are used by the bot in the practice time.,20,Female,White,668.0,hard
176,PCE,22.0,2023-07-28T19:08:02.590Z,20.0,0.0,0.0,0.0,0.0,1.0,0.0,nothing kindly memorisethe emoji,25,Female,White,704.0,hard
177,EPC,22.0,2023-07-28T19:22:49.677Z,15.0,0.0,0.0,1.0,1.0,0.0,0.0,Pay closer attention to a pattern that could be present in how many times you select a heart or thumbs up in a row. The number of times  makes a difference.,41,Female,White,576.0,hard
178,CEP,22.0,2023-07-28T19:25:01.291Z,15.0,1.0,0.0,1.0,1.0,0.0,0.0,"I would say to look for patterns, but I truly struggled to find many patterns so I'm not sure how helpful that would even be. ",30,Female,Other,650.0,hard
179,CEP,22.0,2023-07-28T19:29:31.713Z,25.0,0.0,0.0,0.0,0.0,1.0,0.0,almost every time you respond with the same symbol for instance thumbs up the bot laughs. if you put the heart symbol twice he gives the whoa face. also he will give the laugh face over and over if you put the thumbs up for apattern of 4 times before going back to the sunglasses face,43,Male,White,757.0,hard
180,PEC,22.0,2023-07-28T19:36:55.577Z,20.0,1.0,0.0,0.0,1.0,0.0,0.0,Try different combinations of responses and pay attention to the four messages and response patterns you've had and notice the repetitons.,21,Female,Black,845.0,hard
181,PEC,22.0,2023-07-28T19:46:02.763Z,25.0,0.0,0.0,1.0,1.0,1.0,0.0,study the reponses and how many times you get a same response,31,Male,Mixed,630.0,hard
182,CEP,22.0,2023-07-28T19:41:30.275Z,15.0,0.0,1.0,1.0,0.0,1.0,0.0,Pay attention to if the emoji you sent changed the chat bot's response or if it kept their response the same. ,25,Female,White,1654.0,hard
183,CEP,22.0,2023-07-28T20:11:50.416Z,20.0,0.0,0.0,1.0,1.0,0.0,0.0,"Pay attention to the training phase as it has a couple of
obvious patterns.",26,Male,White,745.0,hard
184,PEC,22.0,2023-07-28T20:22:14.279Z,20.0,1.0,0.0,0.0,0.0,1.0,0.0,I would tell them to pay aTTENTION TO EVERY REACTION 3 TIMES IN A ROW,27,Male,Black,800.0,hard
185,CEP,22.0,2023-07-28T20:27:33.059Z,15.0,1.0,0.0,0.0,0.0,0.0,0.0,memorize the sequence to gain familiarity with what will come next,29,Male,White,904.0,hard
186,CEP,22.0,2023-07-28T20:28:00.756Z,15.0,1.0,1.0,0.0,1.0,0.0,0.0,Really try to hone in on the patterns in the learning phase,21,Male,White,713.0,hard
187,PEC,22.0,2023-07-28T20:59:58.852Z,20.0,0.0,0.0,1.0,0.0,1.0,0.0,"Usually just follow a pattern, if the emoji switches then switch your emoji!",25,Male,White,703.0,hard
188,PEC,22.0,2023-07-28T21:08:40.707Z,15.0,0.0,0.0,0.0,1.0,1.0,0.0,"Try to remember the facial expressions that are linked to the specific symbol. Like glasses or things to do with the eyes tend to go with one symbol. Sometimes its random, but if it repeats it is probably the previous symbol.",33,Male,White,706.0,hard
189,CEP,22.0,2023-07-28T21:20:45.375Z,25.0,0.0,1.0,1.0,1.0,1.0,0.0,"Pay attention to patterns between multiple responses, not just one response to the next.",32,Male,White,463.0,hard
190,PCE,22.0,2023-07-28T21:31:43.389Z,20.0,1.0,0.0,0.0,0.0,0.0,0.0,Pay attention to the entire pattern.,22,Male,White,425.0,hard
191,PEC,22.0,2023-07-28T21:31:48.949Z,15.0,0.0,0.0,1.0,0.0,1.0,0.0,"I would recommend that they pay attention to their entire message history, not just the most recent messages sent and received.",27,Male,Asian,493.0,hard
192,PCE,22.0,2023-07-28T21:32:32.736Z,20.0,1.0,0.0,0.0,1.0,0.0,0.0,Go ahead and take it. It is an interesting challenge.,47,Male,White,799.0,hard
193,EPC,22.0,2023-07-28T21:55:06.752Z,,0.0,0.0,0.0,0.0,0.0,1.0,It don't see a pattern at all but look at how it reacts change your input and look at how it reacts again.,27,Male,White,552.0,hard
194,CPE,22.0,2023-07-28T22:11:11.839Z,20.0,1.0,0.0,1.0,1.0,0.0,0.0,Definitely take full advantage of the learning phase. Try to use different combinations of answers. Don't put the same response more than 5 times in a row. It's a waste of tries.   ,20,Male,Other,1044.0,hard
195,CPE,22.0,2023-07-28T22:26:30.053Z,25.0,1.0,0.0,1.0,0.0,1.0,0.0,"It's difficult to describe but notice the patterns of the chatbot's responses. It cycles through emojis in a similar pattern (crying face, silly face, shocked face) if you keep sending the emoji. If you change your emoji, then it'll change to sunglasses emoji. This isn't always true, but try that approach and see if you find a more precise pattern.",40,Male,White,2707.0,hard
196,PEC,22.0,2023-07-28T22:44:01.509Z,20.0,0.0,0.0,0.0,0.0,1.0,0.0,Take time in step 1 trying to understand the pattern based on clicking thumbs up or heart.,43,Male,White,592.0,hard
197,CEP,22.0,2023-07-28T22:55:32.913Z,15.0,0.0,0.0,0.0,1.0,1.0,0.0,"Try to see a pattern when you put 5 ""Thumbs up"" in a row, then see how it'll react to a heart. Add 1 to the number of ""Thumbs Up,"" and the numbers of hearts in a row.",24,Male,Black,535.0,hard
198,ECP,22.0,2023-07-28T23:00:25.054Z,,1.0,0.0,0.0,0.0,1.0,0.0,write down any patterns you notice.,27,Male,Mixed,635.0,hard
199,ECP,22.0,2023-07-28T23:20:58.175Z,,1.0,0.0,1.0,0.0,0.0,0.0,"I would recommend searching for a pattern, what of the 2 options was more likely to generate a certain response.",27,Male,White,594.0,hard
200,PEC,22.0,2023-07-28T23:39:21.784Z,20.0,0.0,0.0,1.0,0.0,1.0,0.0,"I would tell them how the chatbot reacts to the heart and thumbs up differently; for example, how the heart on the surprised face will lead to another surprised face and go on indefinitely.",25,Male,Other,709.0,hard
201,CPE,22.0,2023-07-28T17:04:19.822Z,15.0,0.0,0.0,0.0,0.0,1.0,0.0,i want to forward this study to my friend,21,Male,Mixed,77344.0,hard
202,PEC,22.0,2023-07-29T15:21:09.774Z,20.0,0.0,0.0,0.0,0.0,1.0,0.0,"Usually, if you use the heart, especially more than once, you get surprise Pikachu. Usually, you'll get sunglasses face after a thumbs up. Two thumbs up seems to often be crying face.",46,Female,White,653.0,hard
203,CPE,22.0,2023-07-29T15:38:16.581Z,15.0,0.0,1.0,0.0,0.0,0.0,0.0,Use a pen and paper or spreadsheet to track,38,Male,White,450.0,hard
204,ECP,22.0,2023-07-29T15:39:52.213Z,20.0,0.0,0.0,1.0,1.0,0.0,0.0,"Figure out what the chatbots common response is to the heart, and the thumbs up. For instance, it rarely shows the shocked face to a thumbs up, and rarely shows the cool face for a heart. ",22,Female,White,528.0,hard
205,ECP,22.0,2023-07-29T15:44:10.381Z,15.0,1.0,1.0,0.0,0.0,1.0,0.0,Try out different combinations of emojji's sent to try and figure out the pattern. ,27,Female,White,468.0,hard
206,PEC,22.0,2023-07-29T16:02:59.239Z,25.0,0.0,0.0,0.0,1.0,1.0,0.0,"try to keep track of your messages 2 or 3 back. they will relate to the chat bots answer.
",37,Male,White,680.0,hard
207,CEP,22.0,2023-07-29T16:06:02.035Z,20.0,1.0,0.0,1.0,1.0,0.0,0.0,"Look for patterns, try to see if you catch on to any specific response triggered by each emoji/ emoji combo",28,Female,White,615.0,hard
208,CPE,22.0,2023-07-29T16:02:07.291Z,15.0,0.0,1.0,0.0,0.0,0.0,0.0,I would advise them to really pay attention to everything that is going on and also to see if they discover a pattern emerging because of their responses.,47,Female,White,1076.0,hard
209,ECP,22.0,2023-07-29T15:50:24.045Z,25.0,0.0,0.0,0.0,1.0,0.0,0.0,"I will suggest the same way to achieve the most best way.
",47,Male,White,1790.0,hard
210,CPE,22.0,2023-07-29T16:16:15.326Z,20.0,0.0,0.0,1.0,1.0,0.0,0.0,You need to make sure you pay attention to the patterns of when it changes or stays the same based on heart or thumbs up.,23,Male,White,415.0,hard
211,PCE,22.0,2023-07-29T16:26:54.320Z,20.0,1.0,0.0,1.0,1.0,1.0,0.0,Pay attention to more than just the immediate result - there are patterns that emerge from your choices that go back one or two responses.,35,Female,White,579.0,hard
212,PEC,22.0,2023-07-29T16:30:19.921Z,15.0,1.0,0.0,0.0,1.0,0.0,0.0,Focus more on which emoji is displayed and try to figure out a pattern for why it changes when responding to heart or thumbs up.,35,Female,Mixed,508.0,hard
213,PCE,22.0,2023-07-29T16:29:08.517Z,15.0,1.0,1.0,1.0,1.0,0.0,0.0,"I think the best idea is to attempt to find a pattern. The only pattern I could see was that if you kept clicking the same emoji, the chat would display three different emojis and then get stuck on one. The heart in particular seemed to get stuck on the shocked face.",25,Female,White,752.0,hard
214,PCE,22.0,2023-07-29T16:31:39.155Z,15.0,1.0,0.0,0.0,0.0,0.0,0.0,I truly could not discern a pattern there is no strategy.,22,Male,White,616.0,hard
215,ECP,22.0,2023-07-29T16:37:43.305Z,20.0,0.0,0.0,0.0,0.0,1.0,0.0,The bot seems to respond with one type of emoji more often when you use the heart. Especially if it's multiple times in a row.,34,Male,White,534.0,hard
216,ECP,22.0,2023-07-29T16:37:08.326Z,20.0,1.0,0.0,0.0,0.0,0.0,0.0,Do your best to memorize what the common patterns are in the approach of results. ,39,Female,White,588.0,hard
217,PCE,22.0,2023-07-29T16:39:52.410Z,15.0,0.0,0.0,1.0,1.0,1.0,0.0,"Try different combinations of emojis in the learning portion and see if there are patterns. Once you notice patterns, try to find others and reproduce them so you remember!",25,Male,White,936.0,hard
218,PEC,22.0,2023-07-29T16:26:33.559Z,20.0,0.0,0.0,0.0,0.0,1.0,0.0,To follow the chatbox cues and familiarize with the patterns. ,28,Female,Mixed,2141.0,hard
219,ECP,22.0,2023-07-29T16:52:26.432Z,15.0,0.0,0.0,1.0,0.0,0.0,0.0,"just go with what you think is right, don't try to overthink it",41,Female,White,488.0,hard
220,PEC,22.0,2023-07-29T16:54:23.048Z,25.0,1.0,0.0,1.0,0.0,0.0,0.0,I would tell them to look for pattern in the bots replies,28,Male,White,563.0,hard
221,ECP,22.0,2023-07-29T16:54:01.825Z,20.0,1.0,0.0,1.0,1.0,0.0,0.0,"Pay attention not only to the last emoji you sent, but also the emoji you sent prior to that one. Both can have an effect on the bot's response.",25,Male,White,645.0,hard
222,ECP,22.0,2023-07-29T16:58:35.132Z,15.0,1.0,0.0,0.0,1.0,0.0,0.0,I would advise to pay attention to how often certain emojis pop up for one of your responses.,21,Female,White,569.0,hard
223,PEC,22.0,2023-07-29T16:56:05.043Z,25.0,0.0,0.0,0.0,1.0,1.0,0.0,"memorize the order of responses and which choices cause repeat of the same response, that will be the majority of the answers. ",38,Male,White,804.0,hard
224,ECP,22.0,2023-07-29T17:04:23.656Z,,1.0,1.0,1.0,1.0,1.0,0.0,Try to remember what the responses were but if your unsure go with your gut.,37,Female,White,560.0,hard
225,PEC,22.0,2023-07-29T17:03:33.217Z,15.0,1.0,1.0,0.0,1.0,0.0,0.0,Try to see what responses you get using certain emojis in the learning phase. ,27,Male,White,641.0,hard
226,CEP,22.0,2023-07-29T17:05:45.378Z,20.0,1.0,0.0,0.0,0.0,0.0,0.0,"Use the learning phase more systematically than I did to really try to determine what the chatbot will most likely answer. I thought I had figured out a pattern but was mistaken, and wished I had taken it more slowly and methodically.",33,Male,White,580.0,hard
227,CPE,22.0,2023-07-29T17:14:10.685Z,15.0,0.0,0.0,1.0,1.0,1.0,0.0,I based my choices on the pattern that the Chatbot had previously possessed in the preview ,26,Male,Black,808.0,hard
228,CEP,22.0,2023-07-29T17:20:18.618Z,15.0,1.0,0.0,0.0,1.0,0.0,0.0,I would advise them to try to remember the sequence of emojis that gained a specific response from the bot.,39,Female,White,772.0,hard
229,CEP,22.0,2023-07-29T17:24:53.192Z,20.0,0.0,0.0,1.0,1.0,0.0,0.0,Look for the pattern and try to memorize the various patterns. ,28,Male,White,579.0,hard
230,CPE,22.0,2023-07-29T17:21:42.789Z,20.0,0.0,0.0,0.0,0.0,1.0,0.0,Remember the bot's responses in groups of three and see what pattern you can find with different combinations of your answers.,22,Female,Other,936.0,hard
231,ECP,22.0,2023-07-29T19:28:40.519Z,25.0,0.0,0.0,0.0,1.0,1.0,0.0,pay attention to the learning phase really play with bots response,23,Male,White,709.0,hard
232,ECP,22.0,2023-07-29T19:28:25.493Z,15.0,1.0,0.0,1.0,1.0,1.0,0.0,I would just say to see how the chat box reacts to the thumbs up emoji and the heart emoji.,42,Female,Black,909.0,hard
233,CPE,22.0,2023-07-29T19:35:21.619Z,20.0,1.0,1.0,0.0,1.0,0.0,0.0,"Rote memorization and remember the response, not the initial emoji during the practice area",20,Male,White,662.0,hard
234,EPC,22.0,2023-07-29T19:36:59.253Z,20.0,1.0,0.0,1.0,0.0,1.0,0.0,I would advise them to really test out different patterns in the test round. ,23,Female,White,556.0,hard
235,ECP,22.0,2023-07-29T19:37:56.017Z,15.0,1.0,0.0,1.0,1.0,1.0,0.0,Utilize the testing phase and look at patterns,27,Female,Mixed,554.0,hard
236,EPC,22.0,2023-07-29T19:43:31.183Z,20.0,1.0,1.0,0.0,1.0,0.0,0.0,I would advise my friend to pay attention to the patterns,22,Male,Black,1273.0,hard
237,PCE,22.0,2023-07-29T19:43:01.113Z,15.0,0.0,0.0,1.0,1.0,0.0,0.0,"I found the emoji's almost arbitrary, but the most valuable task is the first one wherein you learn about the responses - try to pick patterns and test them here. ",31,Female,White,700.0,hard
238,ECP,22.0,2023-07-29T20:02:33.180Z,15.0,0.0,1.0,1.0,1.0,1.0,0.0,I didn't realize at first there was a limited number of times I could explore. So I spent to much time testing one hypothesis instead of just sampling the space.,47,Male,White,946.0,hard
239,ECP,22.0,2023-07-29T20:16:05.700Z,15.0,1.0,1.0,1.0,0.0,0.0,0.0,I  would recommend trying to find a pattern in the chat box during the first phase of the experiment.,28,Female,Black,1551.0,hard
240,ECP,22.0,2023-07-29T20:49:21.241Z,15.0,1.0,0.0,0.0,0.0,0.0,0.0,"Notice when things repeat, and when it changes.",28,Male,White,535.0,hard
